"TYXP244.Code.or.Value","TYXP244.Value.Description","TYXP244.Count","TYXP244.Cumulative","TYXP244.Skip.to.Item"
"-298 to 136","Range of Values",95,95,NA
".","Missing",5490,5585,NA
