"CBQ551.Code.or.Value","CBQ551.Value.Description","CBQ551.Count","CBQ551.Cumulative","CBQ551.Skip.to.Item"
"1","Yes",3144,3144,""
"2","No",1059,4203,"CBQ830"
"7","Refused",0,4203,""
"9","Don't know",0,4203,""
".","Missing",1061,5264,""
