"CIQD030.Code.or.Value","CIQD030.Value.Description","CIQD030.Count","CIQD030.Cumulative","CIQD030.Skip.to.Item"
"1","Yes",82,82,NA
"2","No",28,110,NA
"7","Refuse",0,110,NA
"9","Don't know",1,111,NA
".","Missing",817,928,NA
