"AUXLR135.Code.or.Value","AUXLR135.Value.Description","AUXLR135.Count","AUXLR135.Cumulative","AUXLR135.Skip.to.Item"
"-16 to 52","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
