"CIQP19.Code.or.Value","CIQP19.Value.Description","CIQP19.Count","CIQP19.Cumulative","CIQP19.Skip.to.Item"
"7777","Refused",0,0,NA
"9999","Don't know",0,0,NA
".","Missing",778,778,NA
