"SMQ143.Code.or.Value","SMQ143.Value.Description","SMQ143.Count","SMQ143.Cumulative","SMQ143.Skip.to.Item"
"2 to 12","Range of Values",5,5,NA
"7777","Refused",0,5,NA
"9999","Don't know",0,5,NA
".","Missing",4875,4880,NA
