"AUQ420.Code.or.Value","AUQ420.Value.Description","AUQ420.Count","AUQ420.Cumulative","AUQ420.Skip.to.Item"
"1","Yes",1621,1621,""
"2","No",1717,3338,"AUQ144"
"7","Refused",0,3338,"AUQ144"
"9","Don't know",15,3353,"AUQ144"
".","Missing",5544,8897,""
