"TYXP127.Code.or.Value","TYXP127.Value.Description","TYXP127.Count","TYXP127.Cumulative","TYXP127.Skip.to.Item"
"-289 to 38","Range of Values",8133,8133,NA
".","Missing",336,8469,NA
