"AUXRR129.Code.or.Value","AUXRR129.Value.Description","AUXRR129.Count","AUXRR129.Cumulative","AUXRR129.Skip.to.Item"
"-49 to 70","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
