"KIQ022.Code.or.Value","KIQ022.Value.Description","KIQ022.Count","KIQ022.Cumulative","KIQ022.Skip.to.Item"
"1","Yes",239,239,""
"2","No",5472,5711,"KIQ026"
"7","Refused",0,5711,"KIQ026"
"9","Don't know",8,5719,"KIQ026"
".","Missing",0,5719,""
