"AUDTYR40.Code.or.Value","AUDTYR40.Value.Description","AUDTYR40.Count","AUDTYR40.Cumulative","AUDTYR40.Skip.to.Item"
"0 to 2.81","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
