"AUXRR105.Code.or.Value","AUXRR105.Value.Description","AUXRR105.Count","AUXRR105.Cumulative","AUXRR105.Skip.to.Item"
"-72 to 57","Range of Values",2752,2752,NA
".","Missing",282,3034,NA
