"SXQ260.Code.or.Value","SXQ260.Value.Description","SXQ260.Count","SXQ260.Cumulative","SXQ260.Skip.to.Item"
"1","Yes",97,97,NA
"2","No",2816,2913,NA
"7","Refused",2,2915,NA
"9","Don't know",3,2918,NA
".","Missing",481,3399,NA
