"SMQ910.Code.or.Value","SMQ910.Value.Description","SMQ910.Count","SMQ910.Cumulative","SMQ910.Skip.to.Item"
"1","Yes",827,827,""
"2","No",5160,5987,"SMAQUEX2"
"7","Refused",2,5989,"SMAQUEX2"
"9","Don't know",3,5992,"SMAQUEX2"
".","Missing",1009,7001,""
