"PAQ605.Code.or.Value","PAQ605.Value.Description","PAQ605.Count","PAQ605.Cumulative","PAQ605.Skip.to.Item"
"1","Yes",1172,1172,""
"2","No",5975,7147,"PAQ620"
"7","Refused",1,7148,"PAQ620"
"9","Don't know",0,7148,"PAQ620"
".","Missing",2336,9484,""
