"DUQ230.Code.or.Value","DUQ230.Value.Description","DUQ230.Count","DUQ230.Cumulative","DUQ230.Skip.to.Item"
"1 to 30","Range of Values",570,570,NA
"777","Refused",0,570,NA
"999","Don't know",0,570,NA
".","Missing",4487,5057,NA
