"AUDTYR08.Code.or.Value","AUDTYR08.Value.Description","AUDTYR08.Count","AUDTYR08.Cumulative","AUDTYR08.Skip.to.Item"
"0 to 1.09","Range of Values",1140,1140,NA
".","Missing",70,1210,NA
