"CIQD062.Code.or.Value","CIQD062.Value.Description","CIQD062.Count","CIQD062.Cumulative","CIQD062.Skip.to.Item"
"1","Yes",24,24,"CIQD095"
"2","No",18,42,"CIQD095"
"7","Refuse",0,42,"CIQD095"
"9","Don't know",0,42,"CIQD095"
".","Missing",808,850,""
