"AUXLR222.Code.or.Value","AUXLR222.Value.Description","AUXLR222.Count","AUXLR222.Cumulative","AUXLR222.Skip.to.Item"
"-42 to 61","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
