"AUXLR127.Code.or.Value","AUXLR127.Value.Description","AUXLR127.Count","AUXLR127.Cumulative","AUXLR127.Skip.to.Item"
"-65 to 63","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
