"AUXLR131.Code.or.Value","AUXLR131.Value.Description","AUXLR131.Count","AUXLR131.Cumulative","AUXLR131.Skip.to.Item"
"-20 to 54","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
