"SMQ849.Code.or.Value","SMQ849.Value.Description","SMQ849.Count","SMQ849.Cumulative","SMQ849.Skip.to.Item"
"1 to 5","Range of Values",125,125,NA
"7","Refused",0,125,NA
"9","Don't know",0,125,NA
".","Missing",6854,6979,NA
