"OHQ410.Code.or.Value","OHQ410.Value.Description","OHQ410.Count","OHQ410.Cumulative","OHQ410.Skip.to.Item"
"1","Yes",837,837,"OHQ420"
"2","No",3050,3887,"OHQ430"
"7","Refused",0,3887,"OHQ430"
"9","Don't know",1,3888,"OHQ430"
".","Missing",4417,8305,""
