"RFXC161.Code.or.Value","RFXC161.Value.Description","RFXC161.Count","RFXC161.Cumulative","RFXC161.Skip.to.Item"
"-3.419 to 5.593","Range of Values",51050,51050,NA
".","Missing",26,51076,NA
