"CIQD093.Code.or.Value","CIQD093.Value.Description","CIQD093.Count","CIQD093.Cumulative","CIQD093.Skip.to.Item"
"1","Yes",23,23,NA
"2","No",17,40,NA
"7","Refuse",0,40,NA
"9","Don't know",0,40,NA
".","Missing",888,928,NA
