"AUDTYR62.Code.or.Value","AUDTYR62.Value.Description","AUDTYR62.Count","AUDTYR62.Cumulative","AUDTYR62.Skip.to.Item"
"0 to 1.28","Range of Values",1140,1140,NA
".","Missing",70,1210,NA
