"CIQD066.Code.or.Value","CIQD066.Value.Description","CIQD066.Count","CIQD066.Cumulative","CIQD066.Skip.to.Item"
"1","Yes",3,3,""
"2","No",13,16,"CIQD068"
"7","Refuse",0,16,"CIQD068"
"9","Don't know",0,16,"CIQD068"
".","Missing",912,928,""
