"AUXRR276.Code.or.Value","AUXRR276.Value.Description","AUXRR276.Count","AUXRR276.Cumulative","AUXRR276.Skip.to.Item"
"-14 to 35","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
