"AUXLR237.Code.or.Value","AUXLR237.Value.Description","AUXLR237.Count","AUXLR237.Cumulative","AUXLR237.Skip.to.Item"
"-14 to 66","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
