"AUQ171.Code.or.Value","AUQ171.Value.Description","AUQ171.Count","AUQ171.Cumulative","AUQ171.Skip.to.Item"
"1","Yes",133,133,NA
"2","No",65,198,NA
"7","Refused",0,198,NA
"9","Don't know",0,198,NA
".","Missing",9911,10109,NA
