"DBQ424.Code.or.Value","DBQ424.Value.Description","DBQ424.Count","DBQ424.Cumulative","DBQ424.Skip.to.Item"
"1","Yes",438,438,NA
"2","No",478,916,NA
"3","Did not attend summer program",672,1588,NA
"7","Refused",0,1588,NA
"9","Don't know",16,1604,NA
".","Missing",8518,10122,NA
