"AUXLR230.Code.or.Value","AUXLR230.Value.Description","AUXLR230.Count","AUXLR230.Cumulative","AUXLR230.Skip.to.Item"
"-32 to 56","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
