"RHQ172.Code.or.Value","RHQ172.Value.Description","RHQ172.Count","RHQ172.Cumulative","RHQ172.Skip.to.Item"
"1","Yes",352,352,""
"2","No",1641,1993,"RHQ171"
"7","Refused",1,1994,"RHQ171"
"9","Don't know",13,2007,"RHQ171"
".","Missing",1279,3286,""
