"AUXRR111.Code.or.Value","AUXRR111.Value.Description","AUXRR111.Count","AUXRR111.Cumulative","AUXRR111.Skip.to.Item"
"-53 to 96","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
