"AUXLR107.Code.or.Value","AUXLR107.Value.Description","AUXLR107.Count","AUXLR107.Cumulative","AUXLR107.Skip.to.Item"
"-56 to 131","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
