"AUXRR209.Code.or.Value","AUXRR209.Value.Description","AUXRR209.Count","AUXRR209.Cumulative","AUXRR209.Skip.to.Item"
"-38 to 43","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
