"AUXLR203.Code.or.Value","AUXLR203.Value.Description","AUXLR203.Count","AUXLR203.Cumulative","AUXLR203.Skip.to.Item"
"-29 to 53","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
