"FSD081.Code.or.Value","FSD081.Value.Description","FSD081.Count","FSD081.Cumulative","FSD081.Skip.to.Item"
"1","Yes",224,224,NA
"2","No",2497,2721,NA
"6","Screened out",2375,5096,NA
"7","Refused",5,5101,NA
"9","Don't know",12,5113,NA
".","Missing",5009,10122,NA
