"DBD910.Code.or.Value","DBD910.Value.Description","DBD910.Count","DBD910.Cumulative","DBD910.Skip.to.Item"
"1 to 180","Range of Values",4388,4388,NA
"0","Never",5646,10034,NA
"7777","Refused",3,10037,NA
"9999","Don't know",7,10044,NA
".","Missing",493,10537,NA
