"AUXRR158.Code.or.Value","AUXRR158.Value.Description","AUXRR158.Count","AUXRR158.Cumulative","AUXRR158.Skip.to.Item"
"-17 to 38","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
