"SMD030.Code.or.Value","SMD030.Value.Description","SMD030.Count","SMD030.Cumulative","SMD030.Skip.to.Item"
"7 to 72","Range of Values",2428,2428,NA
"0","Never smoked cigarettes regularly",147,2575,NA
"777","Refused",0,2575,NA
"999","Don't know",21,2596,NA
".","Missing",2815,5411,NA
