"SXQ270.Code.or.Value","SXQ270.Value.Description","SXQ270.Count","SXQ270.Cumulative","SXQ270.Skip.to.Item"
"1","Yes",9,9,NA
"2","No",3467,3476,NA
"7","Refused",4,3480,NA
"9","Don't know",0,3480,NA
".","Missing",1577,5057,NA
