"TYXA112.Code.or.Value","TYXA112.Value.Description","TYXA112.Count","TYXA112.Cumulative","TYXA112.Skip.to.Item"
"0.09 to 8.89","Range of Values",8430,8430,NA
".","Missing",39,8469,NA
