"AUDTYL26.Code.or.Value","AUDTYL26.Value.Description","AUDTYL26.Count","AUDTYL26.Cumulative","AUDTYL26.Skip.to.Item"
"0 to 2.72","Range of Values",2154,2154,NA
".","Missing",214,2368,NA
