"DUQ200.Code.or.Value","DUQ200.Value.Description","DUQ200.Count","DUQ200.Cumulative","DUQ200.Skip.to.Item"
"1","Yes",1945,1945,""
"2","No",1794,3739,"DUQ240"
"7","Refused",4,3743,"DUQ240"
"9","Don't know",4,3747,"DUQ240"
".","Missing",1555,5302,""
