"TYXP017.Code.or.Value","TYXP017.Value.Description","TYXP017.Count","TYXP017.Cumulative","TYXP017.Skip.to.Item"
"13 to 198","Range of Values",8469,8469,NA
".","Missing",0,8469,NA
