"RHQ210.Code.or.Value","RHQ210.Value.Description","RHQ210.Count","RHQ210.Cumulative","RHQ210.Skip.to.Item"
"1","Yes",1036,1036,""
"2","No",750,1786,"RHQ250"
"7","Refused",0,1786,"RHQ245"
"9","Don't know",1,1787,"RHQ245"
".","Missing",1777,3564,""
