"AUXRR181.Code.or.Value","AUXRR181.Value.Description","AUXRR181.Count","AUXRR181.Cumulative","AUXRR181.Skip.to.Item"
"-25 to 117","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
