"TYXP231.Code.or.Value","TYXP231.Value.Description","TYXP231.Count","TYXP231.Cumulative","TYXP231.Skip.to.Item"
"-295 to -26","Range of Values",218,218,NA
".","Missing",8251,8469,NA
