"SMQ725.Code.or.Value","SMQ725.Value.Description","SMQ725.Count","SMQ725.Cumulative","SMQ725.Skip.to.Item"
"1","Today",719,719,NA
"2","Yesterday",458,1177,NA
"3","3 to 5 days ago",117,1294,NA
"7","Refused",0,1294,NA
"9","Don't know",2,1296,NA
".","Missing",6149,7445,NA
