"SMQ143.Code.or.Value","SMQ143.Value.Description","SMQ143.Count","SMQ143.Cumulative","SMQ143.Skip.to.Item"
"2 to 20","Range of Values",11,11,NA
"7777","Refused",0,11,NA
"9999","Don't know",0,11,NA
".","Missing",5030,5041,NA
