"SMQ817.Code.or.Value","SMQ817.Value.Description","SMQ817.Count","SMQ817.Cumulative","SMQ817.Skip.to.Item"
"1 to 5","Range of Values",31,31,NA
"7","Refused",0,31,NA
"9","Don't know",0,31,NA
".","Missing",6949,6980,NA
