"SMQ755.Code.or.Value","SMQ755.Value.Description","SMQ755.Count","SMQ755.Cumulative","SMQ755.Skip.to.Item"
"1","Today",3,3,NA
"2","Yesterday",5,8,NA
"3","3 to 5 days ago",6,14,NA
"7","Refused",0,14,NA
"9","Don't know",1,15,NA
".","Missing",6743,6758,NA
