"PAQ620.Code.or.Value","PAQ620.Value.Description","PAQ620.Count","PAQ620.Cumulative","PAQ620.Skip.to.Item"
"1","Yes",2646,2646,""
"2","No",4458,7104,"PAQ635"
"7","Refused",0,7104,"PAQ635"
"9","Don't know",1,7105,"PAQ635"
".","Missing",2254,9359,""
