"DUQ280.Code.or.Value","DUQ280.Value.Description","DUQ280.Count","DUQ280.Cumulative","DUQ280.Skip.to.Item"
"1 to 18","Range of Values",58,58,NA
"777","Refused",0,58,NA
"999","Don't know",0,58,NA
".","Missing",4738,4796,NA
