"CBQ606.Code.or.Value","CBQ606.Value.Description","CBQ606.Count","CBQ606.Cumulative","CBQ606.Skip.to.Item"
"1","Yes",498,498,NA
"2","No",746,1244,NA
"7","Refused",0,1244,NA
"9","Don't know",1,1245,NA
".","Missing",8726,9971,NA
