"AUDTYR03.Code.or.Value","AUDTYR03.Value.Description","AUDTYR03.Count","AUDTYR03.Cumulative","AUDTYR03.Skip.to.Item"
"0 to 1","Range of Values",1140,1140,NA
".","Missing",70,1210,NA
