"RHQ566.Code.or.Value","RHQ566.Value.Description","RHQ566.Count","RHQ566.Cumulative","RHQ566.Skip.to.Item"
"1","Yes",6,6,NA
"2","No",48,54,NA
"7","Refused",0,54,NA
"9","Don't know",0,54,NA
".","Missing",3691,3745,NA
