"PAQ520.Code.or.Value","PAQ520.Value.Description","PAQ520.Count","PAQ520.Cumulative","PAQ520.Skip.to.Item"
"1","more active",2446,2446,NA
"2","less active, or",1266,3712,NA
"3","About the same?",3411,7123,NA
"7","Refused",6,7129,NA
"9","Don't Know",69,7198,NA
".","Missing",1990,9188,NA
