"AUXLR244.Code.or.Value","AUXLR244.Value.Description","AUXLR244.Count","AUXLR244.Cumulative","AUXLR244.Skip.to.Item"
"-6 to 51","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
