"WHQ570.Code.or.Value","WHQ570.Value.Description","WHQ570.Count","WHQ570.Cumulative","WHQ570.Skip.to.Item"
"1","never,",65,65,NA
"2","sometimes, or",363,428,NA
"3","a lot?",286,714,NA
"7","Refused",0,714,NA
"9","Don't know",0,714,NA
".","Missing",754,1468,NA
