"RHQ169.Code.or.Value","RHQ169.Value.Description","RHQ169.Count","RHQ169.Cumulative","RHQ169.Skip.to.Item"
"0 to 7","Range of Values",1187,1187,NA
"77","Refused",0,1187,NA
"99","Don't know",0,1187,NA
".","Missing",2284,3471,NA
