"TYXP212.Code.or.Value","TYXP212.Value.Description","TYXP212.Count","TYXP212.Cumulative","TYXP212.Skip.to.Item"
"-296 to -24","Range of Values",442,442,NA
".","Missing",8027,8469,NA
