"RHQ564.Code.or.Value","RHQ564.Value.Description","RHQ564.Count","RHQ564.Cumulative","RHQ564.Skip.to.Item"
"13 to 72","Range of Values",83,83,NA
"777","Refused",0,83,NA
"999","Don't know",3,86,NA
".","Missing",3511,3597,NA
